City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Haradok,BY,55.4624,29.9816,45.7,87,100,12.86,overcast clouds
347,Khanpur,PK,28.6453,70.6567,78.57,28,0,8.12,clear sky
348,Broome,US,42.2506,-75.833,37.62,79,1,1.99,clear sky
349,Lebu,CL,-37.6167,-73.65,53.04,93,100,9.24,overcast clouds
350,Saint-Augustin,CA,51.226,-58.6502,38.57,77,9,13.0,clear sky
351,Beatrice,US,40.2681,-96.747,39.88,93,1,3.44,clear sky
352,Skelleftea,SE,64.7507,20.9528,44.01,69,90,1.01,overcast clouds
353,Mackenzie,CA,55.2999,-123.1698,28.62,93,1,0.0,clear sky
354,Woodward,US,36.4337,-99.3904,38.43,100,90,6.91,overcast clouds
355,Nehe,CN,48.4833,124.8333,44.38,60,60,6.58,broken clouds
356,Jacareacanga,BR,-6.2222,-57.7528,73.96,95,65,2.21,broken clouds
357,Novikovo,RU,51.1537,37.8879,47.97,77,100,11.72,light rain
358,Trairi,BR,-3.2778,-39.2689,78.44,83,29,8.37,scattered clouds
359,Rio Gallegos,AR,-51.6226,-69.2181,55.45,47,0,12.66,clear sky
360,Novotroitsk,RU,51.203,58.3266,9.3,45,9,15.1,clear sky
361,Barranca,PE,-10.75,-77.7667,63.16,85,91,7.67,overcast clouds
362,Faanui,PF,-16.4833,-151.75,80.02,71,98,3.69,light rain
363,Arcata,US,40.8665,-124.0828,53.92,93,1,3.44,clear sky
364,Imeni Poliny Osipenko,RU,52.4201,136.4853,38.03,44,69,8.63,broken clouds
365,Ruteng,ID,-8.6136,120.4721,74.23,71,75,1.1,broken clouds
366,Vyartsilya,RU,62.1764,30.693,35.96,94,27,7.56,scattered clouds
367,Kaeo,NZ,-35.1,173.7833,60.33,78,99,12.84,overcast clouds
368,Bilibino,RU,68.0546,166.4372,-18.35,100,97,3.22,overcast clouds
369,Lorengau,PG,-2.0226,147.2712,84.92,71,100,6.8,overcast clouds
370,Port Moresby,PG,-9.4431,147.1797,87.22,66,20,17.27,haze
371,Atar,MR,20.5169,-13.0499,80.19,21,6,8.88,clear sky
372,Mujiayingzi,CN,42.1167,118.7833,51.51,39,4,15.97,clear sky
373,Chapais,CA,49.7834,-74.8492,26.38,89,100,11.1,overcast clouds
374,Bambanglipuro,ID,-7.95,110.2833,85.66,68,100,7.92,overcast clouds
375,Alofi,NU,-19.0595,-169.9187,80.49,74,16,10.36,few clouds
376,Alice Springs,AU,-23.7,133.8833,85.55,48,29,6.91,scattered clouds
377,Yar-Sale,RU,66.8333,70.8333,14.52,79,100,16.78,overcast clouds
378,Sitka,US,57.0531,-135.33,51.69,58,90,18.41,moderate rain
379,Atambua,ID,-9.1061,124.8925,86.76,57,84,2.48,broken clouds
380,Aitape,PG,-3.1374,142.3475,86.94,64,89,6.71,overcast clouds
381,Namibe,AO,-15.1961,12.1522,65.3,85,92,3.42,overcast clouds
382,Vestmannaeyjar,IS,63.4427,-20.2734,32.02,65,9,17.74,clear sky
383,Jidong,CN,45.2167,131.0833,52.81,41,57,3.11,broken clouds
384,Lincoln,US,40.8,-96.667,40.17,86,90,1.01,overcast clouds
385,Urucui,BR,-7.2294,-44.5561,76.17,91,100,0.6,overcast clouds
386,Ongole,IN,15.5,80.05,79.65,85,100,8.14,heavy intensity rain
387,Meulaboh,ID,4.1363,96.1285,78.71,86,100,4.03,overcast clouds
388,Houma,US,29.5958,-90.7195,66.2,88,0,6.62,clear sky
389,Xuddur,SO,4.1213,43.8894,72.72,87,46,13.51,scattered clouds
390,Lake Cowichan,CA,48.825,-124.0546,50.95,100,100,4.25,moderate rain
391,Lar,IN,26.2039,83.9717,77.54,49,0,0.98,clear sky
392,Hun,LY,29.1268,15.9477,72.09,29,0,4.59,clear sky
393,Upington,ZA,-28.4478,21.2561,52.18,71,0,4.61,clear sky
394,Little Current,CA,45.9793,-81.9248,35.69,55,12,10.16,few clouds
395,Tukums,LV,56.9669,23.1553,42.15,95,85,8.63,overcast clouds
396,Byron Bay,AU,-28.65,153.6167,75.31,59,60,8.97,broken clouds
397,Smidovich,RU,48.6,133.8167,42.8,36,77,3.87,broken clouds
398,Vila Franca Do Campo,PT,37.7167,-25.4333,71.2,90,100,3.33,overcast clouds
399,Gushikawa,JP,26.3544,127.8686,78.39,51,20,11.5,few clouds
400,Tshikapa,CD,-6.4167,20.8,68.16,97,100,1.81,overcast clouds
401,Erzin,TR,36.9559,36.2,57.72,86,84,2.19,broken clouds
402,Chibombo,ZM,-14.6569,28.0706,65.86,83,48,5.61,scattered clouds
403,Hanzhong,CN,33.0728,107.0303,59.59,75,100,2.24,light rain
404,Severnyy,RU,50.677,36.5532,48.24,100,90,6.71,fog
405,Fereydun Kenar,IR,36.6864,52.5225,55.71,68,57,3.42,broken clouds
406,Berlevag,NO,70.8578,29.0864,39.2,88,100,24.18,overcast clouds
407,Clyde River,CA,70.4692,-68.5914,22.5,88,97,31.9,light snow
408,Constantine,DZ,36.365,6.6147,56.61,82,0,5.75,clear sky
409,Sarkand,KZ,45.41,79.9186,30.7,77,87,6.44,overcast clouds
410,Vaitape,PF,-16.5167,-151.75,80.11,71,95,3.98,overcast clouds
411,Rio Claro,BR,-22.4114,-47.5614,59.79,88,6,6.29,clear sky
412,Tabou,CI,4.423,-7.3528,77.14,87,83,4.36,broken clouds
413,Salalah,OM,17.0151,54.0924,77.09,36,0,2.3,clear sky
414,Haicheng,CN,40.8516,122.7475,60.69,47,36,12.17,scattered clouds
415,Fairbanks,US,64.8378,-147.7164,32.22,89,75,0.0,broken clouds
416,Cateel,PH,7.7914,126.4533,85.32,74,99,4.68,overcast clouds
417,Pringsewu,ID,-5.3582,104.9744,87.96,58,100,2.59,overcast clouds
418,Dillon,US,34.4166,-79.3712,56.35,62,47,12.41,scattered clouds
419,Dudinka,RU,69.4058,86.1778,-16.19,100,70,2.93,broken clouds
420,Okhotsk,RU,59.3833,143.3,22.77,93,100,9.51,light snow
421,Chuy,UY,-33.6971,-53.4616,64.69,94,100,10.07,moderate rain
422,Baie-Comeau,CA,49.2168,-68.1489,42.28,80,1,6.91,clear sky
423,Sorong,ID,-0.8833,131.25,84.79,68,34,4.23,scattered clouds
424,San Carlos,VE,9.6612,-68.5827,72.5,84,97,3.06,overcast clouds
425,San Javier,ES,37.8063,-0.8374,62.22,70,0,3.0,clear sky
426,Malakal,SS,9.5334,31.6605,76.42,59,83,1.48,broken clouds
427,Sumbe,AO,-11.2061,13.8437,75.06,86,99,3.6,overcast clouds
428,Mayo,US,38.8876,-76.5119,44.94,94,1,1.99,clear sky
429,Torbay,CA,47.6666,-52.7314,41.76,94,20,10.36,few clouds
430,Cairns,AU,-16.9167,145.7667,86.95,66,90,17.27,overcast clouds
431,Roma,US,43.2128,-75.4557,39.85,88,90,0.0,overcast clouds
432,Alcazar De San Juan,ES,39.3901,-3.2083,52.2,82,69,15.35,broken clouds
433,Awjilah,LY,29.1081,21.2869,72.07,26,0,7.54,clear sky
434,Bagdarin,RU,54.4333,113.6,29.37,71,45,2.8,scattered clouds
435,Davila,PH,18.4726,120.5763,87.78,64,6,18.7,clear sky
436,Concarneau,FR,47.875,-3.9225,43.59,83,11,8.63,few clouds
437,Staraya Toropa,RU,56.2801,31.6702,45.01,86,100,11.36,overcast clouds
438,Winslow,US,35.0242,-110.6974,48.38,46,1,6.91,clear sky
439,Kitui,KE,-1.367,38.0106,65.46,90,79,2.1,broken clouds
440,Lebedyn,UA,50.5852,34.4849,47.17,90,82,7.31,broken clouds
441,Chamba,IN,32.5667,76.1333,65.95,35,2,3.15,clear sky
442,Mkushi,ZM,-13.6202,29.3939,65.1,84,48,2.73,scattered clouds
443,Honiara,SB,-9.4333,159.95,81.16,85,100,7.47,moderate rain
444,Iralaya,HN,15.0,-83.2333,77.47,84,74,5.97,broken clouds
445,Fortuna,US,40.5982,-124.1573,53.65,59,1,4.61,clear sky
446,Yarada,IN,17.65,83.2667,82.72,74,75,8.05,haze
447,Ishigaki,JP,24.3448,124.1572,77.13,73,75,13.8,broken clouds
448,Faya,SA,18.3851,42.4509,51.91,35,9,4.83,clear sky
449,Shakawe,BW,-18.3667,21.85,72.57,22,2,4.54,clear sky
450,Itapaci,BR,-14.9508,-49.5494,74.08,79,97,2.37,light rain
451,Carutapera,BR,-1.195,-46.02,77.04,89,90,5.08,overcast clouds
452,Jiangyou,CN,31.7667,104.7167,59.11,81,100,1.54,overcast clouds
453,Abbeville,FR,50.1,1.8333,42.49,92,100,4.5,overcast clouds
454,Prince Rupert,CA,54.3161,-130.3201,51.49,74,100,21.85,light rain
455,Lompoc,US,34.6391,-120.4579,63.79,90,90,6.91,mist
456,Mantua,IT,45.1667,10.7833,55.74,86,100,10.0,overcast clouds
457,Tommot,RU,58.9564,126.2925,28.65,75,90,4.65,overcast clouds
458,Moose Factory,CA,51.2585,-80.6094,30.2,93,20,9.22,few clouds
459,Ambon,ID,-3.6954,128.1814,86.14,74,40,5.75,scattered clouds
460,Havelock,US,34.8791,-76.9013,56.93,86,65,5.01,broken clouds
461,Sibolga,ID,1.7427,98.7792,79.84,85,97,2.73,overcast clouds
462,Port Macquarie,AU,-31.4333,152.9167,73.89,53,69,11.99,broken clouds
463,Hendaye,FR,43.3717,-1.7738,53.74,83,40,6.91,light rain
464,Katangli,RU,51.7102,143.2326,41.77,54,2,5.44,clear sky
465,Berezovyy,RU,51.6667,135.7,42.1,30,91,2.77,overcast clouds
466,Turan,VN,16.0678,108.2208,85.98,70,20,8.05,few clouds
467,Saint Anthony,US,45.0205,-93.218,37.02,67,90,0.0,overcast clouds
468,Muros,ES,42.7762,-9.0603,50.85,95,100,11.81,overcast clouds
469,Husavik,IS,66.0449,-17.3389,24.71,88,91,12.35,overcast clouds
470,Cerritos,US,33.8583,-118.0648,66.33,90,20,1.01,few clouds
471,Acajutla,SV,13.5928,-89.8275,78.87,70,86,7.23,overcast clouds
472,Malumfashi,NG,11.7853,7.6218,70.72,27,14,4.29,few clouds
473,Paamiut,GL,61.994,-49.6678,36.64,88,98,31.03,light rain
474,Freeport,US,40.6576,-73.5832,48.38,69,1,4.0,clear sky
475,Carballo,ES,43.213,-8.691,52.86,93,100,4.92,overcast clouds
476,Yeppoon,AU,-23.1333,150.7333,78.58,53,70,16.35,broken clouds
477,Amalfi,CO,6.9102,-75.0776,60.01,100,100,1.99,overcast clouds
478,Svetlyy,RU,54.675,20.1347,42.85,96,100,2.55,light rain
479,Palana,RU,59.1167,159.9667,22.77,81,99,11.45,overcast clouds
480,Pleshanovo,RU,52.8333,53.4833,26.6,39,29,14.92,scattered clouds
481,Stephenville,US,32.2207,-98.2023,53.67,93,90,6.91,overcast clouds
482,Hemel Hempstead,GB,51.7537,-0.4752,38.53,100,46,8.05,scattered clouds
483,Bonthe,SL,7.5264,-12.505,77.56,85,57,1.72,broken clouds
484,San Luis Potosi,MX,22.5,-100.5,51.94,76,11,4.74,few clouds
485,Mulchen,CL,-37.7167,-72.2333,49.08,89,74,2.91,broken clouds
486,Ugoofaaru,MV,5.6667,73.0,80.98,79,94,16.6,overcast clouds
487,Puyang,CN,29.4603,119.8861,61.57,89,99,2.3,overcast clouds
488,Half Moon Bay,US,37.4636,-122.4286,62.83,89,1,0.0,clear sky
489,Rocha,UY,-34.4833,-54.3333,61.74,98,98,6.11,moderate rain
490,Almaznyy,RU,48.0448,40.045,48.34,98,71,7.52,broken clouds
491,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,94,75,19.04,broken clouds
492,Katima Mulilo,NA,-17.5,24.2667,72.63,58,10,5.88,clear sky
493,Kosa,RU,59.9445,54.9977,15.57,86,29,5.53,scattered clouds
494,Coihaique,CL,-45.5752,-72.0662,49.95,93,20,2.3,light rain
495,Birao,CF,10.2849,22.7882,72.46,65,50,2.33,scattered clouds
496,Parabel,RU,58.6978,81.4825,7.52,82,100,14.99,overcast clouds
497,Kurgan,RU,55.45,65.3333,16.29,67,1,5.17,clear sky
498,Ixtapa,MX,20.7,-105.2,73.78,90,87,2.93,overcast clouds
499,Lagoa,PT,39.05,-27.9833,67.21,90,100,21.88,overcast clouds
500,Dauphin,CA,51.1494,-100.0502,32.14,64,1,9.22,clear sky
501,Tura,IN,25.5198,90.2201,76.33,65,9,1.14,clear sky
502,Tokonou,GN,9.65,-9.7833,68.99,88,9,3.49,clear sky
503,Shaunavon,CA,49.6501,-108.4181,29.98,52,0,9.06,clear sky
504,Tateyama,JP,34.9833,139.8667,69.82,52,10,5.21,clear sky
505,Pinheiro Machado,BR,-31.5783,-53.3811,64.06,99,100,5.99,heavy intensity rain
506,Yerbogachen,RU,61.2767,108.0108,8.35,85,100,11.27,overcast clouds
507,Sept-Iles,CA,50.2001,-66.3821,39.06,66,40,7.0,scattered clouds
508,Iqaluit,CA,63.7506,-68.5145,17.33,92,90,17.0,overcast clouds
509,Kawalu,ID,-7.3817,108.2082,84.97,65,100,4.83,overcast clouds
510,Lavrentiya,RU,65.5833,-171.0,22.5,81,100,13.27,overcast clouds
511,San Borja,BO,-14.8167,-66.85,71.6,96,100,0.94,overcast clouds
512,Ha Giang,VN,22.8333,104.9833,70.74,100,100,2.04,overcast clouds
513,La Romana,DO,18.4273,-68.9728,78.53,88,4,7.27,clear sky
514,West Bay,KY,19.3667,-81.4167,81.0,78,62,3.0,broken clouds
515,Comarapa,BO,-17.9,-64.4833,54.97,89,88,2.19,overcast clouds
516,Lagoa Vermelha,BR,-28.2086,-51.5258,60.66,86,34,3.94,scattered clouds
517,Taoudenni,ML,22.6783,-3.9836,79.21,18,20,7.16,few clouds
518,Oktyabrskiy,RU,54.4815,53.471,27.97,45,8,7.34,clear sky
519,Penzance,GB,50.1186,-5.5371,48.76,74,38,16.33,scattered clouds
520,Dakar,SN,14.6937,-17.4441,76.08,73,92,7.52,overcast clouds
521,Lokosovo,RU,61.1333,74.8167,3.47,88,8,6.02,clear sky
522,Vilyuysk,RU,63.7553,121.6247,11.64,86,62,4.07,broken clouds
523,Sale,MA,34.0389,-6.8166,68.68,94,75,9.22,mist
524,Samarai,PG,-10.6167,150.6667,83.62,65,13,12.86,few clouds
525,Udachnyy,RU,66.4167,112.4,-4.14,94,100,6.06,overcast clouds
526,Saint-Leu,RE,-21.15,55.2833,79.95,83,9,5.46,clear sky
527,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.31,84,22,10.18,few clouds
528,Grants Pass,US,42.439,-123.3284,54.91,88,1,0.0,clear sky
529,De-Kastri,RU,51.4667,140.7833,42.44,48,6,5.93,clear sky
530,Port Augusta,AU,-32.5,137.7667,76.71,60,78,19.35,broken clouds
531,Ilulissat,GL,69.2167,-51.1,30.22,93,75,1.14,light snow
532,Media Luna,CU,20.1419,-77.435,75.74,88,10,13.73,clear sky
533,Eyl,SO,7.9803,49.8164,78.49,76,26,9.1,scattered clouds
534,Angarsk,RU,52.5367,103.8864,30.92,60,98,13.47,overcast clouds
535,Lop Buri,TH,14.7981,100.654,86.92,76,100,10.16,overcast clouds
536,Gat,IL,31.61,34.7642,66.4,81,5,3.78,clear sky
537,Poya,NC,-21.35,165.15,77.43,51,98,11.25,overcast clouds
538,Xuchang,CN,34.0167,113.8167,67.08,49,100,3.11,overcast clouds
539,Shache,CN,38.4167,77.2406,51.3,23,0,2.62,clear sky
540,Matay,EG,28.419,30.7792,68.2,61,0,6.58,clear sky
541,Krasnoobsk,RU,54.9198,82.9909,4.33,83,92,9.64,overcast clouds
542,Linxia,CN,35.6003,103.2064,46.24,49,89,3.06,overcast clouds
543,Sabang,ID,5.8933,95.3214,82.04,73,93,7.78,moderate rain
544,Gambo,CF,4.6482,22.2633,67.3,99,81,1.36,broken clouds
545,Kabalo,CD,-6.05,26.9167,68.13,99,100,2.44,light rain
546,Malpe,IN,13.35,74.7167,85.3,83,100,4.74,overcast clouds
547,Ndioum,SN,16.5129,-14.6471,85.71,20,11,5.06,few clouds
548,San Antonio,US,29.4241,-98.4936,72.59,87,40,8.05,scattered clouds
549,Karema,TZ,-6.8205,30.4389,70.92,86,100,6.98,light rain
550,Poronaysk,RU,49.2167,143.1167,41.38,69,7,5.5,clear sky
551,Brae,GB,60.3964,-1.353,44.51,87,98,18.28,overcast clouds
552,Avon Lake,US,41.5053,-82.0282,43.9,66,90,4.0,overcast clouds
553,Hualmay,PE,-11.0964,-77.6139,63.63,85,75,8.3,broken clouds
554,Fare,PF,-16.7,-151.0167,79.43,72,61,2.73,broken clouds
555,Noumea,NC,-22.2763,166.4572,71.58,64,95,14.34,overcast clouds
556,Pacific Grove,US,36.6177,-121.9166,62.58,93,90,3.0,fog
557,Hiroshima,JP,34.3963,132.4594,70.41,7,19,1.45,few clouds
558,Lisakovsk,KZ,52.5369,62.4936,19.44,57,4,6.53,clear sky
559,Caconda,AO,-13.7333,15.0667,61.68,86,100,2.08,overcast clouds
560,Sabha,LY,27.0377,14.4283,70.25,23,0,7.25,clear sky
561,Barbacoas,CO,1.6715,-78.1398,74.61,95,99,1.72,light rain
562,Ararat,AM,39.8317,44.7049,53.94,61,84,2.8,broken clouds
563,Taylor,US,32.3001,-99.8337,49.14,88,90,4.0,mist
564,Mbuyapey,PY,-26.2,-56.75,74.26,68,52,3.6,broken clouds
565,Saurimo,AO,-9.6608,20.3916,63.97,98,100,2.91,overcast clouds
566,Inta,RU,66.0317,60.1659,21.56,82,100,25.77,overcast clouds
567,Walvis Bay,NA,-22.9575,14.5053,55.09,87,90,3.44,overcast clouds
568,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,54,75,16.11,broken clouds
569,Bonavista,CA,48.6499,-53.1147,40.12,74,68,9.4,broken clouds
570,Kloulklubed,PW,7.0419,134.2556,88.3,69,60,7.14,broken clouds
571,Sorland,NO,67.667,12.6934,50.07,78,100,7.54,overcast clouds
572,Yuzhno-Kurilsk,RU,44.0306,145.8556,48.88,93,100,21.32,light rain
573,Nouadhibou,MR,20.931,-17.0347,70.86,67,46,16.78,scattered clouds
574,Goure,NE,13.9835,10.2704,82.02,20,8,8.95,clear sky
575,Palmer,US,42.1584,-72.3287,44.89,73,90,6.91,overcast clouds
576,Miyako,JP,39.6367,141.9525,61.66,60,24,6.29,few clouds
577,Stokmarknes,NO,68.5646,14.9108,45.5,75,20,5.75,few clouds
578,Lata,PT,40.1629,-8.3327,52.21,90,76,6.96,broken clouds
579,Bousso,TD,10.4795,16.7117,77.63,67,97,4.76,overcast clouds
580,Akhisar,TR,38.9185,27.8401,56.91,100,82,1.14,fog
581,Boyolangu,ID,-8.1181,111.8935,85.15,69,96,7.43,overcast clouds
582,Moissala,TD,8.3404,17.7663,71.02,92,100,4.29,overcast clouds
583,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,78.44,57,85,6.6,overcast clouds
584,Mehamn,NO,71.0357,27.8492,39.15,87,0,16.11,clear sky
585,Tiznit,MA,29.5833,-9.5,60.84,91,83,2.37,broken clouds
586,Ozinki,RU,51.1786,49.6769,35.8,76,15,16.69,few clouds
587,Dalbandin,PK,28.8947,64.4101,64.54,15,0,5.59,clear sky
588,Muravlenko,RU,63.7898,74.523,2.89,95,21,9.64,few clouds
589,Ko Samui,TH,9.5357,99.9357,82.31,89,20,0.0,thunderstorm
590,Halifax,CA,44.6453,-63.5724,48.2,88,100,1.14,overcast clouds
591,Praya,CV,14.9215,-23.5087,77.54,53,0,6.91,clear sky
592,Tuskegee,US,32.424,-85.6916,55.22,100,6,1.99,clear sky
593,Trinidad,BO,-14.8333,-64.9,70.9,95,100,1.3,overcast clouds
594,Worland,US,44.0169,-107.9554,45.55,85,90,0.0,overcast clouds
595,Ariquemes,BR,-9.9133,-63.0408,72.39,96,82,0.49,broken clouds
596,Norton Shores,US,43.1689,-86.2639,36.91,85,40,0.0,light rain
597,Hamilton,US,39.1834,-84.5333,37.35,82,1,0.0,clear sky
598,Berwick,US,41.0545,-76.2333,39.99,79,29,2.95,scattered clouds
599,Port Lincoln,AU,-34.7333,135.8667,64.92,60,0,15.5,clear sky
600,Micomeseng,GQ,2.1462,10.6164,68.38,100,99,0.83,overcast clouds
601,Mitsamiouli,KM,-11.3847,43.2844,82.69,69,20,6.91,few clouds
602,Warmbad,NA,-28.45,18.7333,57.33,43,4,5.93,clear sky
603,Zemio,CF,5.0314,25.1361,67.77,98,81,3.42,broken clouds
604,Dhidhdhoo,MV,6.8833,73.1,81.12,76,83,8.21,broken clouds
605,Port Hardy,CA,50.6996,-127.4199,50.0,87,90,29.93,light intensity shower rain
606,Kroya,ID,-7.6331,109.2461,84.4,70,100,5.61,overcast clouds
607,Sarh,TD,9.1429,18.3923,73.31,83,0,9.22,clear sky
608,San Quintin,MX,30.4833,-115.95,61.7,91,4,12.73,clear sky
609,Ankang,CN,32.68,109.0172,60.39,76,100,0.67,overcast clouds
610,Kalangala,UG,-0.3089,32.225,69.58,75,77,6.35,light rain
611,Bonfim,BR,3.0833,-59.95,80.06,71,77,4.79,broken clouds
612,Chik Ballapur,IN,13.4342,77.7242,71.22,82,100,10.63,overcast clouds
613,Itamaraju,BR,-17.0392,-39.5311,72.18,96,100,6.93,overcast clouds
614,Erenhot,CN,43.6475,111.9767,44.96,37,5,17.09,clear sky
615,Esperanza,DO,19.5847,-70.9849,73.0,90,4,5.23,clear sky
616,Muridke,PK,31.8025,74.2617,68.14,46,0,5.75,clear sky
617,Sarankhola,BD,22.3082,89.7897,79.43,63,93,5.99,overcast clouds
618,Praia,CV,14.9215,-23.5087,77.54,53,0,6.91,clear sky
619,Comodoro Rivadavia,AR,-45.8667,-67.5,58.86,44,0,10.36,clear sky
620,Komsomolskiy,UZ,40.4272,71.7189,50.72,43,79,2.3,broken clouds
621,Derzhavinsk,KZ,51.1,66.3167,18.64,59,0,10.56,clear sky
622,Warrington,GB,53.3925,-2.5802,46.49,95,40,1.01,scattered clouds
623,Bethanien,NA,-26.502,17.1583,56.1,36,3,3.6,clear sky
624,Innerleithen,GB,55.6193,-3.063,44.47,10,92,4.74,overcast clouds
625,Kurmanayevka,RU,52.5093,52.0675,33.53,41,100,14.41,overcast clouds
626,Westport,US,41.1415,-73.3579,48.74,81,90,3.0,overcast clouds
627,Manggar,ID,-2.8833,108.2667,86.43,59,100,3.89,overcast clouds
628,Turcianske Teplice,SK,48.8623,18.8605,46.36,93,53,3.4,broken clouds
629,Sioux Lookout,CA,50.1001,-91.917,28.78,80,90,4.61,light snow
630,Nemuro,JP,43.3236,145.575,48.63,93,100,30.09,light rain
631,Dicabisagan,PH,17.0818,122.4157,80.01,82,67,6.76,broken clouds
632,Eixo,PT,40.6276,-8.5692,51.62,92,87,11.1,overcast clouds
633,Phalaborwa,ZA,-23.943,31.1411,67.28,67,37,12.03,scattered clouds
634,Glinka,RU,54.6404,32.8781,44.87,88,100,12.73,overcast clouds
635,Arrifes,PT,37.7667,-25.7,69.24,94,75,8.05,broken clouds
636,Suchil,MX,23.6333,-103.9167,58.08,72,96,6.26,overcast clouds
637,Esmeraldas,BR,-19.7625,-44.3139,67.06,80,30,2.19,scattered clouds
638,Guaymas,MX,27.9333,-110.9,67.46,39,93,7.09,overcast clouds
639,Jackson,US,42.4165,-122.8345,53.47,92,1,3.44,clear sky
640,Sao Filipe,CV,14.8961,-24.4956,80.31,70,16,1.07,few clouds
641,Takoradi,GH,4.8845,-1.7554,75.58,89,99,4.52,overcast clouds
642,Nema,RU,57.5067,50.5011,24.76,80,11,5.61,few clouds
643,Curaca,BR,-8.9903,-39.9094,84.87,47,90,9.19,overcast clouds
644,Goderich,CA,43.7501,-81.7165,41.92,87,100,13.8,overcast clouds
645,Charlottesville,US,38.0293,-78.4767,44.4,93,1,4.0,clear sky
646,Vazante,BR,-17.9869,-46.9078,70.38,79,78,2.35,broken clouds
647,Kuruman,ZA,-27.4524,23.4325,55.74,29,0,7.11,clear sky
648,Ust-Nera,RU,64.5667,143.2,8.91,96,100,5.01,overcast clouds
649,Lasem,ID,-6.6922,111.4527,87.98,62,65,7.18,broken clouds
650,Asau,RO,46.4333,26.4,43.75,84,89,6.8,overcast clouds
651,Petrozavodsk,RU,61.7849,34.3469,36.86,87,8,6.71,clear sky
652,Mongomo,GQ,1.6274,11.3135,65.88,100,100,0.69,light rain
653,Washington,US,47.5001,-120.5015,42.94,86,100,2.84,light rain
654,Tazmalt,DZ,36.3868,4.3989,65.1,67,44,6.11,scattered clouds
655,Les Cayes,HT,18.2,-73.75,75.56,83,8,3.42,clear sky
656,Umm Lajj,SA,25.0213,37.2685,79.65,59,0,8.66,clear sky
657,Nambucca Heads,AU,-30.65,153.0,75.16,56,72,10.69,broken clouds
658,Kashiwazaki,JP,37.3667,138.55,58.87,66,70,11.43,broken clouds
659,Bayan,CN,46.0833,127.4,43.12,80,100,6.31,overcast clouds
660,Vanino,RU,49.0869,140.2543,45.03,62,7,8.14,clear sky
661,Pyshchug,RU,58.8873,45.7134,33.87,83,100,7.11,overcast clouds
662,West Wendover,US,40.7391,-114.0733,45.61,76,1,3.44,clear sky
663,Beloha,MG,-25.1667,45.05,75.38,66,6,2.62,clear sky
664,Eluru,IN,16.7,81.1,80.69,88,100,5.39,overcast clouds
665,Pietermaritzburg,ZA,-29.6168,30.3928,58.69,85,90,1.41,overcast clouds
666,Tezu,IN,27.9167,96.1667,79.5,29,6,3.02,clear sky
667,Lushoto,TZ,-4.7833,38.2833,61.38,85,48,2.1,scattered clouds
668,Eenhana,NA,-17.4667,16.3333,64.15,34,71,3.6,broken clouds
669,Macapa,BR,0.0389,-51.0664,80.58,94,40,4.61,scattered clouds
670,Kupang,ID,-10.1667,123.5833,88.38,70,75,12.66,light thunderstorm
671,Guerrero Negro,MX,27.9769,-114.0611,64.4,85,24,11.3,few clouds
672,Kapit,MY,2.0167,112.9333,89.53,61,88,1.23,overcast clouds
673,Villefranche-De-Rouergue,FR,44.3333,2.0,49.05,99,98,5.01,overcast clouds
674,Fukue,JP,32.6881,128.8419,66.56,68,75,12.66,broken clouds
675,Mundgod,IN,14.9667,75.0333,77.92,84,100,10.22,overcast clouds
676,Wajima,JP,37.4,136.9,65.08,59,40,6.91,scattered clouds
677,Kapustin Yar,RU,48.5831,45.7372,46.89,49,100,11.88,light rain
678,Pochutla,MX,15.7432,-96.4661,76.82,90,97,4.23,overcast clouds
679,Ranong,TH,9.9658,98.6348,84.13,62,66,4.79,broken clouds
680,Sinnamary,GF,5.3833,-52.95,78.49,82,74,8.3,broken clouds
681,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,45,20,13.42,few clouds
682,Iroquois Falls,CA,48.7669,-80.6831,23.14,88,100,7.14,overcast clouds
683,Soreang,ID,-7.0331,107.5183,80.26,65,100,2.08,overcast clouds
684,Dieppe,FR,49.75,1.1667,42.98,90,99,3.83,overcast clouds
685,Shagamu,NG,6.8432,3.6478,74.98,96,8,0.72,clear sky
686,Guadalupe Y Calvo,MX,26.1,-106.9667,48.51,91,0,4.72,clear sky
687,Hingatungan,PH,10.584,125.1852,83.53,77,99,7.92,overcast clouds
688,Ust-Maya,RU,60.4167,134.5333,28.44,89,100,4.32,overcast clouds
689,Kenora,CA,49.8167,-94.4337,33.78,69,90,3.44,overcast clouds
690,Kolvereid,NO,64.8655,11.6047,43.92,78,100,8.84,overcast clouds
691,Yenagoa,NG,4.9247,6.2642,72.68,96,51,0.67,broken clouds
692,Lafia,NG,8.4833,8.5167,73.31,88,13,3.31,few clouds
693,Shingu,JP,33.7333,135.9833,70.79,48,3,4.52,clear sky
694,Kulachi,PK,31.9286,70.4592,74.52,25,23,2.24,few clouds
695,Maumere,ID,-8.6199,122.2111,86.38,66,90,0.83,overcast clouds
696,Bose,IT,45.4612,8.0137,49.59,87,100,3.11,overcast clouds
